EmployeeID,FullName,FirstName,LastName,Age,Gender,JobTitle,Department,Location,EmploymentType,Salary,JoiningDate,LastWorkingDate,Active_Employee_Tenure
23252,Richard Martin,Richard,Martin,40,Male,Sales Executive,Marketing,New York,Full-time,56295,22/12/2018,,6 years 11 months 22 days
32473,John Lopez,John,Lopez,46,Male,Support Engineer,IT,Seattle,Part-time,116842,01/11/2017,,8 years 1 months 13 days
16559,William Garcia,William,Garcia,31,Male,DevOps Engineer,IT,New York,Full-time,65486,05/10/2018,,7 years 2 months 9 days
58535,Patricia Taylor,Patricia,Taylor,57,Male,Product Manager,Engineering,Atlanta,Full-time,89393,16/08/2012,,13 years 3 months 28 days
25751,Karen Brown,Karen,Brown,50,Male,Operations Analyst,Finance,Chicago,Full-time,79701,12/03/2017,,8 years 9 months 2 days
28702,Thomas Johnson,Thomas,Johnson,22,Male,Marketing Specialist,Marketing,Atlanta,Contract,94875,02/11/2017,,8 years 1 months 12 days
49196,John Moore,John,Moore,51,Female,HR Manager,Engineering,Austin,Part-time,80329,01/02/2015,,10 years 10 months 13 days
24817,Linda Jackson,Linda,Jackson,48,Female,Product Manager,Sales,Chicago,Part-time,83876,05/10/2020,25/06/2022,
53746,Jennifer Davis,Jennifer,Davis,31,Male,Accountant,Marketing,New York,Contract,68.5,23/01/2012,,13 years 10 months 21 days
54405,Mary Taylor,Mary,Taylor,53,Female,Sales Manager,Engineering,San Francisco,Full-time,128930,03/01/2016,,9 years 11 months 11 days
45622,Richard Brown,Richard,Brown,39,Male,Marketing Manager,Engineering,Austin,Part-time,83516,21/03/2016,,9 years 8 months 23 days
26130,Robert Hernandez,Robert,Hernandez,50,Female,DevOps Engineer,Operations,San Francisco,Contract,68874,02/11/2020,,5 years 1 months 12 days
30945,Robert Martinez,Robert,Martinez,61,Male,Software Engineer,Sales,Chicago,Full-time,112.3,27/06/2020,21/10/2023,
24805,John Taylor,John,Taylor,60,Female,Accountant,IT,Seattle,Part-time,81100,18/06/2021,,4 years 5 months 26 days
14606,James Thomas,James,Thomas,59,Male,Operations Manager,Finance,Austin,Full-time,103055,04/01/2018,,7 years 11 months 10 days
21297,Linda Rodriguez,Linda,Rodriguez,62,Female,Operations Analyst,Operations,Atlanta,Full-time,107364,19/02/2013,06/11/2014,
20446,Sarah Johnson,Sarah,Johnson,60,Female,Operations Manager,Marketing,Miami,Full-time,125370,10/03/2017,,8 years 9 months 4 days
22264,William Martin,William,Martin,54,Male,Sales Manager,Finance,Atlanta,Contract,91760,09/10/2010,,15 years 2 months 5 days
13445,Patricia Garcia,Patricia,Garcia,40,Female,Sales Manager,Operations,Boston,Part-time,86403,06/12/2020,10/06/2022,
20390,Michael Anderson,Michael,Anderson,64,Male,Support Engineer,Sales,New York,Full-time,65265,16/10/2012,,13 years 1 months 28 days
57266,Elizabeth Johnson,Elizabeth,Johnson,38,Male,Accountant,Sales,Los Angeles,Part-time,46,25/07/2016,25/01/2019,
36669,Linda Gonzalez,Linda,Gonzalez,33,Female,Recruiter,IT,Boston,Part-time,55151,13/09/2015,11/04/2017,
34168,Patricia Hernandez,Patricia,Hernandez,29,Female,Sales Executive,Operations,Austin,Intern,61156,24/02/2012,,13 years 9 months 20 days
46935,Jennifer Hernandez,Jennifer,Hernandez,63,Non-binary,Support Engineer,Marketing,Atlanta,Full-time,110.9,23/01/2012,19/09/2016,
57804,Karen Rodriguez,Karen,Rodriguez,57,Female,Data Analyst,Operations,Boston,Full-time,119197,01/01/2020,17/01/2020,
27032,David Hernandez,David,Hernandez,64,Female,Data Analyst,Human Resources,New York,Full-time,116405,21/03/2016,,9 years 8 months 23 days
10414,Sarah Williams,Sarah,Williams,47,Female,Sales Executive,Marketing,Atlanta,Full-time,75998,17/04/2021,,4 years 7 months 27 days
28184,James Martinez,James,Martinez,21,Male,Sales Executive,Finance,Boston,Full-time,57054,27/03/2013,20/02/2018,
38710,Sarah Miller,Sarah,Miller,25,Female,HR Manager,Engineering,Seattle,Full-time,88444,02/11/2017,,8 years 1 months 12 days
21944,Barbara Jackson,Barbara,Jackson,30,Non-binary,Recruiter,Finance,Boston,Full-time,43805,22/07/2015,,10 years 4 months 22 days
44495,Elizabeth Martinez,Elizabeth,Martinez,34,Male,Software Engineer,Marketing,Chicago,Full-time,115945,28/03/2016,,9 years 8 months 16 days
16109,Patricia Anderson,Patricia,Anderson,33,Male,Accountant,Marketing,Denver,Full-time,67286,29/08/2010,,15 years 3 months 15 days
43090,Susan Rodriguez,Susan,Rodriguez,22,Female,Software Engineer,Finance,Chicago,Full-time,88903,09/09/2025,,0 years 3 months 5 days
34322,Thomas Martinez,Thomas,Martinez,36,Male,HR Manager,Engineering,San Francisco,Full-time,83586,01/05/2028,,-2 years -4 months -18 days
38488,Linda Gonzalez,Linda,Gonzalez,62,Female,Data Analyst,IT,Miami,Full-time,101927,21/03/2016,,9 years 8 months 23 days
49807,Charles Martinez,Charles,Martinez,24,Male,Recruiter,Operations,Seattle,Full-time,84250,16/05/2020,18/11/2023,
30180,William Rodriguez,William,Rodriguez,56,Non-binary,Accountant,Engineering,San Francisco,Full-time,44213,30/05/2010,,15 years 6 months 14 days
19977,James Williams,James,Williams,43,Male,Recruiter,Finance,Los Angeles,Part-time,79343,10/08/2020,,5 years 4 months 4 days
24553,Richard Moore,Richard,Moore,64,Male,Data Analyst,IT,Boston,Full-time,63794,31/12/2016,,8 years 11 months 14 days
35057,Sarah Johnson,Sarah,Johnson,34,Female,Data Analyst,Sales,Los Angeles,Contract,102551,24/04/2015,,10 years 7 months 20 days
48386,Jennifer Garcia,Jennifer,Garcia,34,Male,Sales Manager,Sales,Boston,Part-time,92.7,25/01/2010,,15 years 10 months 19 days
29059,Patricia Martin,Patricia,Martin,58,Female,Operations Manager,Marketing,Atlanta,Full-time,115266,25/11/2017,,8 years 0 months 19 days
54016,Joseph Moore,Joseph,Moore,22,Male,Marketing Specialist,Finance,New York,Full-time,89308,07/05/2021,,4 years 7 months 7 days
52220,William Martinez,William,Martinez,63,Male,Data Analyst,Marketing,Atlanta,Full-time,96868,25/07/2013,,12 years 4 months 19 days
49169,Linda Gonzalez,Linda,Gonzalez,64,Male,HR Manager,Finance,Los Angeles,Full-time,102362,21/03/2016,,9 years 8 months 23 days
44808,Karen Davis,Karen,Davis,26,Male,Sales Manager,Engineering,Atlanta,Part-time,137796,21/03/2016,,9 years 8 months 23 days
25177,Linda Miller,Linda,Miller,42,Female,Sales Manager,Sales,Atlanta,Full-time,94014,02/03/2012,,13 years 9 months 12 days
13762,Barbara Jackson,Barbara,Jackson,53,Female,Finance Manager,IT,Los Angeles,Intern,92134,08/03/2014,,11 years 9 months 6 days
47537,Mary Wilson,Mary,Wilson,56,Female,Data Analyst,Finance,New York,Contract,68812,29/12/2010,,14 years 11 months 15 days
55548,Linda Thomas,Linda,Thomas,44,Male,DevOps Engineer,IT,Atlanta,Part-time,73.5,07/12/2016,,9 years 0 months 7 days
51045,Sarah Martin,Sarah,Martin,30,Non-binary,Marketing Manager,Human Resources,Miami,Full-time,100.8,21/03/2016,,9 years 8 months 23 days
58170,Jessica Jones,Jessica,Jones,26,Female,Marketing Specialist,Finance,Chicago,Full-time,89998,12/12/2017,,8 years 0 months 2 days
18963,Susan Rodriguez,Susan,Rodriguez,55,Female,Operations Manager,Finance,New York,Full-time,95.7,27/04/2010,,15 years 7 months 17 days
22039,Elizabeth Martinez,Elizabeth,Martinez,40,Male,HR Manager,Human Resources,San Francisco,Full-time,129664,15/01/2013,06/08/2016,
31491,Charles Anderson,Charles,Anderson,32,Female,Operations Analyst,Sales,Chicago,Contract,66424,10/07/2021,,4 years 5 months 4 days
15880,Jessica Jackson,Jessica,Jackson,59,Non-binary,Data Analyst,Marketing,Denver,Full-time,73.7,21/03/2016,,9 years 8 months 23 days
14096,Linda Thomas,Linda,Thomas,27,Female,Support Engineer,Human Resources,Atlanta,Part-time,110.7,26/03/2010,,15 years 8 months 18 days
39876,William Smith,William,Smith,57,Female,Operations Manager,IT,Miami,Full-time,120.9,08/08/2020,,5 years 4 months 6 days
17064,Jessica Wilson,Jessica,Wilson,40,Male,Operations Analyst,IT,Denver,Full-time,86200,21/03/2016,,9 years 8 months 23 days
12756,John Gonzalez,John,Gonzalez,56,Female,Sales Executive,IT,Atlanta,Contract,53014,23/10/2021,,4 years 1 months 21 days
11378,Richard Gonzalez,Richard,Gonzalez,45,Non-binary,Operations Manager,Operations,Los Angeles,Full-time,83298,16/07/2016,,9 years 4 months 28 days
16977,Richard Gonzalez,Richard,Gonzalez,48,Female,Recruiter,Sales,Austin,Full-time,59165,10/09/2012,,13 years 3 months 4 days
19721,Patricia Moore,Patricia,Moore,41,Female,Marketing Manager,Finance,Los Angeles,Part-time,99068,20/02/2011,,14 years 9 months 24 days
19065,James Taylor,James,Taylor,32,Male,Software Engineer,Finance,Seattle,Part-time,71630,27/03/2020,18/03/2025,
44145,David Brown,David,Brown,51,Female,Data Analyst,IT,Boston,Full-time,62211,11/07/2016,,9 years 5 months 3 days
52167,Mary Martin,Mary,Martin,25,Male,Support Engineer,Sales,San Francisco,Full-time,117674,01/10/2019,13/01/2016,
34582,David Gonzalez,David,Gonzalez,60,Female,Sales Manager,IT,Miami,Full-time,124541,20/12/2012,26/03/2014,
34896,Barbara Rodriguez,Barbara,Rodriguez,63,Male,Sales Executive,IT,Atlanta,Full-time,97420,17/11/2013,,12 years 0 months 27 days
52284,Elizabeth Johnson,Elizabeth,Johnson,32,Male,Marketing Manager,Marketing,Miami,Full-time,81676,21/03/2016,,9 years 8 months 23 days
33728,James Gonzalez,James,Gonzalez,21,Male,Marketing Specialist,Human Resources,San Francisco,Full-time,73978,13/08/2010,24/11/2012,
21114,Richard Jackson,Richard,Jackson,22,Female,Sales Manager,Marketing,San Francisco,Full-time,80.8,20/09/2015,,10 years 2 months 24 days
29661,Robert Rodriguez,Robert,Rodriguez,24,Male,Data Analyst,Human Resources,Denver,Full-time,101793,11/05/2025,07/04/2018,
36608,Barbara Martin,Barbara,Martin,23,Male,Operations Analyst,Operations,Seattle,Part-time,74734,17/07/2015,,10 years 4 months 27 days
30138,Linda Taylor,Linda,Taylor,35,Male,Support Engineer,Sales,Chicago,Full-time,119585,01/03/2024,,1 years 9 months 13 days
59900,James Miller,James,Miller,62,Male,Operations Manager,Engineering,Los Angeles,Part-time,126698,04/08/2012,16/10/2013,
38911,Richard Gonzalez,Richard,Gonzalez,43,Female,Operations Manager,IT,San Francisco,Full-time,97616,02/05/2016,,9 years 7 months 12 days
13701,Mary Taylor,Mary,Taylor,57,Male,Recruiter,Finance,Atlanta,Full-time,40807,30/12/2011,,13 years 11 months 14 days
10217,Michael Jones,Michael,Jones,29,Male,Sales Executive,IT,Boston,Full-time,59.3,06/06/2011,,14 years 6 months 8 days
21394,James Lopez,James,Lopez,44,Female,HR Manager,Human Resources,Chicago,Contract,115691,21/03/2016,01/08/2018,
22991,Thomas Williams,Thomas,Williams,25,Male,Support Engineer,Sales,Seattle,Full-time,78393,05/09/2010,,15 years 3 months 9 days
45684,Joseph Jackson,Joseph,Jackson,46,Female,Marketing Manager,IT,Atlanta,Full-time,88.7,13/05/2018,25/05/2021,
40275,Joseph Smith,Joseph,Smith,22,Male,Marketing Manager,IT,Chicago,Full-time,86430,07/11/2016,22/08/2019,
24463,Thomas Jackson,Thomas,Jackson,31,Female,Marketing Manager,Marketing,Atlanta,Contract,91297,12/08/2010,,15 years 4 months 2 days
53714,William Gonzalez,William,Gonzalez,21,Non-binary,Software Engineer,Finance,Austin,Full-time,65495,06/02/2020,,5 years 10 months 8 days
26073,Elizabeth Martinez,Elizabeth,Martinez,47,Male,Support Engineer,Finance,Boston,Full-time,99904,21/03/2016,,9 years 8 months 23 days
45109,Linda Thomas,Linda,Thomas,50,Female,Accountant,Finance,Austin,Full-time,66421,08/07/2025,10/02/2017,
19759,Joseph Gonzalez,Joseph,Gonzalez,40,Female,Operations Manager,Operations,San Francisco,Intern,128540,25/03/2020,,5 years 8 months 19 days
23718,James Jackson,James,Jackson,22,Male,Sales Manager,Finance,San Francisco,Part-time,126.1,28/04/2018,,7 years 7 months 16 days
31790,William Williams,William,Williams,25,Female,Marketing Manager,Sales,New York,Intern,97705,03/05/2019,,6 years 7 months 11 days
21033,David Moore,David,Moore,28,Male,Operations Analyst,Sales,Austin,Part-time,74189,29/11/2021,,4 years 0 months 15 days
12329,Linda Garcia,Linda,Garcia,42,Male,Support Engineer,Finance,Chicago,Full-time,117067,04/06/2010,,15 years 6 months 10 days
30920,Michael Martin,Michael,Martin,34,Female,Accountant,Operations,Denver,Contract,56.6,01/09/2018,,7 years 3 months 13 days
37353,Robert Martin,Robert,Martin,42,Female,Data Analyst,Engineering,Seattle,Full-time,105.6,01/05/2019,22/03/2022,
36930,Charles Johnson,Charles,Johnson,52,Male,Support Engineer,Human Resources,Los Angeles,Contract,86.6,21/03/2016,,9 years 8 months 23 days
58020,William Hernandez,William,Hernandez,33,Male,Operations Analyst,Engineering,Los Angeles,Intern,118.4,06/11/2014,,11 years 1 months 8 days
43400,William Martin,William,Martin,36,Male,Product Manager,Operations,San Francisco,Contract,132.1,28/06/2015,,10 years 5 months 16 days
47683,Thomas Martin,Thomas,Martin,44,Male,Sales Manager,Marketing,Boston,Intern,113946,28/10/2019,,6 years 1 months 16 days
32562,Linda Wilson,Linda,Wilson,25,Male,Operations Analyst,Engineering,Denver,Part-time,67249,10/12/2010,10/07/2011,
58075,Charles Johnson,Charles,Johnson,48,Male,Operations Manager,Engineering,San Francisco,Full-time,129799,21/03/2016,,9 years 8 months 23 days
51695,Michael Lopez,Michael,Lopez,64,Male,Marketing Manager,IT,Seattle,Full-time,136752,09/11/2016,,9 years 1 months 5 days
26158,Karen Wilson,Karen,Wilson,44,Female,Data Analyst,Finance,Austin,Full-time,62921,25/11/2014,,11 years 0 months 19 days
28296,Charles Davis,Charles,Davis,36,Male,Operations Analyst,Finance,Atlanta,Full-time,113399,12/03/2018,,7 years 9 months 2 days
20804,Linda Miller,Linda,Miller,21,Male,Product Manager,Engineering,San Francisco,Contract,108384,27/01/2012,,13 years 10 months 17 days
48478,Linda Miller,Linda,Miller,43,Female,Operations Manager,Finance,Austin,Part-time,118928,10/12/2018,,7 years 0 months 4 days
59914,John Moore,John,Moore,39,Female,Software Engineer,Sales,Chicago,Full-time,108554,21/03/2016,,9 years 8 months 23 days
34740,Mary Jones,Mary,Jones,45,Female,Sales Executive,Sales,Seattle,Full-time,58285,13/09/2014,,11 years 3 months 1 days
57604,Jessica Garcia,Jessica,Garcia,39,Male,Software Engineer,Finance,Boston,Full-time,88.9,04/08/2019,13/12/2021,
25672,Richard Johnson,Richard,Johnson,53,Male,Support Engineer,Sales,Austin,Full-time,65.1,22/03/2017,,8 years 8 months 22 days
27209,Sarah Jones,Sarah,Jones,45,Female,DevOps Engineer,Operations,Los Angeles,Full-time,78106,10/09/2011,,14 years 3 months 4 days
40666,David Moore,David,Moore,62,Female,Operations Manager,Engineering,Austin,Full-time,98809,08/04/2021,30/12/2024,
20147,Richard Anderson,Richard,Anderson,29,Female,Sales Executive,IT,Chicago,Full-time,79273,21/03/2016,11/01/2011,
58038,David Lopez,David,Lopez,44,Non-binary,Accountant,Human Resources,Atlanta,Full-time,68764,22/04/2018,,7 years 7 months 22 days
16789,David Hernandez,David,Hernandez,60,Male,Product Manager,Engineering,Austin,Full-time,123248,21/03/2016,,9 years 8 months 23 days
30344,Barbara Martinez,Barbara,Martinez,44,Female,Sales Executive,Finance,New York,Full-time,93853,16/02/2017,,8 years 9 months 28 days
46643,Barbara Taylor,Barbara,Taylor,32,Male,Software Engineer,IT,Chicago,Full-time,92008,04/12/2011,30/09/2015,
46129,Patricia Garcia,Patricia,Garcia,30,Female,Support Engineer,Engineering,Miami,Part-time,80072,09/09/2021,,4 years 3 months 5 days
37404,David Davis,David,Davis,58,Male,Software Engineer,Marketing,New York,Full-time,101792,01/10/2014,11/07/2016,
35800,John Miller,John,Miller,53,Female,Support Engineer,Engineering,Atlanta,Full-time,89406,14/07/2011,15/02/2013,
57977,John Brown,John,Brown,43,Female,Marketing Specialist,Finance,San Francisco,Full-time,83.5,16/12/2013,,11 years 11 months 28 days
28057,Robert Davis,Robert,Davis,26,Female,Data Analyst,Operations,Seattle,Full-time,101666,21/05/2010,14/12/2010,
39011,James Hernandez,James,Hernandez,47,Female,Finance Manager,Marketing,Miami,Full-time,110749,25/01/2014,,11 years 10 months 19 days
53173,Elizabeth Anderson,Elizabeth,Anderson,23,Female,DevOps Engineer,Engineering,Miami,Full-time,79223,11/09/2014,,11 years 3 months 3 days
56531,Karen Gonzalez,Karen,Gonzalez,64,Female,Support Engineer,Sales,Seattle,Contract,116804,29/07/2017,10/12/2021,
56656,Charles Garcia,Charles,Garcia,48,Female,HR Manager,Operations,Miami,Full-time,103296,08/03/2020,,5 years 9 months 6 days
59569,Patricia Jackson,Patricia,Jackson,57,Female,Recruiter,Operations,Chicago,Full-time,78438,04/10/2021,,4 years 2 months 10 days
43574,William Martin,William,Martin,39,Female,Sales Manager,Engineering,Denver,Part-time,139068,21/12/2011,28/06/2016,
17516,Joseph Thomas,Joseph,Thomas,27,Female,Marketing Specialist,Operations,San Francisco,Full-time,53398,19/12/2017,,7 years 11 months 25 days
47429,Robert Anderson,Robert,Anderson,50,Female,DevOps Engineer,Operations,San Francisco,Part-time,87.3,26/02/2017,,8 years 9 months 18 days
32699,Richard Miller,Richard,Miller,58,Male,Sales Manager,Engineering,San Francisco,Part-time,97206,30/08/2018,,7 years 3 months 14 days
55294,Patricia Williams,Patricia,Williams,48,Male,DevOps Engineer,Operations,New York,Full-time,60527,24/04/2014,,11 years 7 months 20 days
40962,David Gonzalez,David,Gonzalez,26,Male,Accountant,Sales,New York,Full-time,60126,24/01/2011,,14 years 10 months 20 days
26145,Barbara Gonzalez,Barbara,Gonzalez,56,Female,HR Manager,Operations,Austin,Contract,129569,12/11/2014,,11 years 1 months 2 days
38816,Elizabeth Gonzalez,Elizabeth,Gonzalez,25,Male,Operations Manager,Engineering,Denver,Full-time,135092,08/06/2014,,11 years 6 months 6 days
19355,Richard Garcia,Richard,Garcia,47,Female,Product Manager,IT,Atlanta,Full-time,99275,27/08/2019,,6 years 3 months 17 days
16527,Jessica Brown,Jessica,Brown,51,Male,Sales Manager,Operations,Chicago,Full-time,111195,16/05/2016,13/11/2016,
35099,Robert Wilson,Robert,Wilson,50,Female,Operations Analyst,Engineering,Seattle,Part-time,91352,15/10/2020,16/02/2024,
39263,Elizabeth Hernandez,Elizabeth,Hernandez,41,Female,DevOps Engineer,Operations,Chicago,Full-time,61485,13/04/2010,,15 years 8 months 1 days
15583,William Smith,William,Smith,22,Male,Accountant,Sales,New York,Full-time,85561,17/03/2013,03/12/2017,
27484,William Martin,William,Martin,45,Male,Accountant,Finance,Boston,Full-time,82515,04/07/2018,,7 years 5 months 10 days
48185,Elizabeth Garcia,Elizabeth,Garcia,25,Female,Operations Manager,Marketing,Denver,Full-time,123665,21/09/2012,01/12/2013,
54752,Michael Jones,Michael,Jones,50,Female,Accountant,Human Resources,Chicago,Full-time,77698,08/08/2012,,13 years 4 months 6 days
28464,Charles Jones,Charles,Jones,47,Female,Product Manager,Operations,San Francisco,Full-time,121461,01/03/2023,,2 years 9 months 13 days
53748,Charles Jones,Charles,Jones,49,Male,Operations Analyst,Operations,Miami,Full-time,88405,24/01/2013,,12 years 10 months 20 days
47044,John Garcia,John,Garcia,55,Female,Operations Analyst,Human Resources,New York,Full-time,91488,11/12/2012,,13 years 0 months 3 days
58337,David Rodriguez,David,Rodriguez,60,Female,Software Engineer,Finance,Denver,Full-time,95483,23/04/2015,15/01/2016,
56167,Jessica Thomas,Jessica,Thomas,32,Male,Operations Manager,Human Resources,Austin,Full-time,137945,25/09/2021,29/11/2024,
39645,John Anderson,John,Anderson,57,Male,Operations Analyst,Operations,Boston,Full-time,65641,10/10/2010,,15 years 2 months 4 days
16688,John Jackson,John,Jackson,41,Male,Operations Manager,Finance,Los Angeles,Part-time,88863,21/03/2016,,9 years 8 months 23 days
48960,Robert Wilson,Robert,Wilson,38,Male,Product Manager,Operations,Denver,Full-time,81449,17/01/2013,07/01/2015,
38742,Mary Miller,Mary,Miller,51,Male,Sales Manager,Marketing,Atlanta,Full-time,81372,07/03/2013,,12 years 9 months 7 days
40343,David Anderson,David,Anderson,61,Male,Recruiter,Finance,Boston,Full-time,57361,30/11/2015,,10 years 0 months 14 days
57238,James Wilson,James,Wilson,58,Female,Software Engineer,IT,Los Angeles,Contract,89.2,23/12/2015,,9 years 11 months 21 days
36567,David Williams,David,Williams,28,Female,DevOps Engineer,Sales,Boston,Full-time,72339,21/03/2016,13/09/2017,
25279,John Rodriguez,John,Rodriguez,61,Male,Operations Manager,IT,Miami,Full-time,114.2,21/03/2016,,9 years 8 months 23 days
30092,James Rodriguez,James,Rodriguez,43,Female,Sales Manager,Engineering,Los Angeles,Full-time,98.1,21/03/2016,,9 years 8 months 23 days
33746,Richard Garcia,Richard,Garcia,61,Male,Software Engineer,Operations,San Francisco,Full-time,68059,13/10/2021,,4 years 2 months 1 days
14036,David Gonzalez,David,Gonzalez,45,Female,Support Engineer,Finance,Denver,Full-time,84188,18/03/2018,,7 years 8 months 26 days
45068,David Wilson,David,Wilson,44,Male,DevOps Engineer,Human Resources,Boston,Full-time,77013,22/10/2012,,13 years 1 months 22 days
38200,Jennifer Miller,Jennifer,Miller,53,Male,Data Analyst,Operations,Austin,Full-time,83.8,21/03/2016,,9 years 8 months 23 days
37320,John Johnson,John,Johnson,47,Male,Operations Analyst,Human Resources,San Francisco,Full-time,89868,22/04/2017,13/06/2019,
12555,Robert Jackson,Robert,Jackson,32,Male,Operations Manager,Marketing,Boston,Full-time,110.3,28/12/2017,01/07/2019,
13715,Linda Garcia,Linda,Garcia,63,Male,Marketing Specialist,Sales,Chicago,Contract,71063,06/05/2021,,4 years 7 months 8 days
52838,William Taylor,William,Taylor,21,Non-binary,Finance Manager,Sales,Atlanta,Full-time,98971,18/06/2020,,5 years 5 months 26 days
45473,William Davis,William,Davis,21,Female,Operations Manager,IT,New York,Full-time,132425,22/10/2010,25/05/2012,
14234,Sarah Garcia,Sarah,Garcia,62,Female,Operations Analyst,IT,New York,Full-time,117376,22/01/2011,09/08/2014,
15390,William Davis,William,Davis,33,Female,Support Engineer,Human Resources,New York,Full-time,116844,21/03/2016,16/07/2024,
16205,Linda Anderson,Linda,Anderson,35,Male,Data Analyst,Engineering,Miami,Full-time,88102,20/12/2020,,4 years 11 months 24 days
30346,Jessica Williams,Jessica,Williams,22,Non-binary,Recruiter,Human Resources,San Francisco,Part-time,40883,25/11/2017,,8 years 0 months 19 days
37967,William Lopez,William,Lopez,47,Female,Data Analyst,Sales,Los Angeles,Full-time,117608,09/12/2015,24/06/2019,
28488,Jessica Rodriguez,Jessica,Rodriguez,40,Male,Data Analyst,Finance,Denver,Full-time,78807,21/03/2016,18/06/2023,
53670,David Jackson,David,Jackson,47,Female,HR Manager,Sales,San Francisco,Full-time,127719,20/06/2018,21/12/2021,
38973,William Rodriguez,William,Rodriguez,50,Male,Operations Analyst,Marketing,Miami,Part-time,74138,21/03/2016,,9 years 8 months 23 days
35088,Michael Smith,Michael,Smith,42,Female,Marketing Specialist,Finance,Boston,Full-time,77.5,25/07/2014,,11 years 4 months 19 days
45175,David Gonzalez,David,Gonzalez,49,Male,Sales Executive,Marketing,Miami,Full-time,61278,11/12/2025,,0 years 0 months 3 days
21709,James Johnson,James,Johnson,53,Female,Finance Manager,Sales,Chicago,Full-time,137639,05/08/2016,23/07/2019,
28492,John Garcia,John,Garcia,56,Male,Marketing Manager,Engineering,San Francisco,Intern,117,26/05/2017,18/12/2020,
32673,Robert Wilson,Robert,Wilson,56,Male,Recruiter,IT,Denver,Contract,41.9,21/03/2016,,9 years 8 months 23 days
39595,Robert Jones,Robert,Jones,45,Male,Finance Manager,Human Resources,San Francisco,Full-time,139106,06/01/2021,17/11/2023,
22860,Barbara Jackson,Barbara,Jackson,34,Female,DevOps Engineer,Sales,Seattle,Full-time,118724,30/08/2015,,10 years 3 months 14 days
21301,Mary Johnson,Mary,Johnson,27,Female,Operations Manager,Marketing,Miami,Part-time,110510,03/01/2020,,5 years 11 months 11 days
54311,Sarah Anderson,Sarah,Anderson,35,Female,Sales Executive,Human Resources,Boston,Full-time,79844,01/11/2013,,12 years 1 months 13 days
11504,Jessica Jackson,Jessica,Jackson,23,Male,Sales Manager,Marketing,Seattle,Full-time,86473,11/12/2020,,5 years 0 months 3 days
19127,Richard Wilson,Richard,Wilson,26,Female,Marketing Manager,Human Resources,Los Angeles,Part-time,94874,25/10/2012,03/12/2014,
44115,Jessica Moore,Jessica,Moore,21,Male,Product Manager,Finance,Boston,Full-time,98678,29/03/2011,,14 years 8 months 15 days
44546,Robert Gonzalez,Robert,Gonzalez,60,Female,Sales Executive,Human Resources,Austin,Full-time,68317,07/07/2025,,0 years 5 months 7 days
23915,Sarah Wilson,Sarah,Wilson,30,Female,Operations Manager,IT,San Francisco,Full-time,105445,22/09/2010,,15 years 2 months 22 days
39429,Jennifer Smith,Jennifer,Smith,36,Female,Recruiter,Marketing,San Francisco,Full-time,56233,23/04/2012,,13 years 7 months 21 days
48702,Joseph Garcia,Joseph,Garcia,27,Male,Sales Manager,Operations,Austin,Intern,96422,24/10/2021,,4 years 1 months 20 days
15220,David Brown,David,Brown,64,Female,HR Manager,Human Resources,Austin,Full-time,114612,03/05/2013,11/07/2016,
42670,Susan Smith,Susan,Smith,62,Male,Product Manager,Marketing,San Francisco,Full-time,83835,03/07/2017,,8 years 5 months 11 days
20431,Joseph Miller,Joseph,Miller,21,Non-binary,Operations Manager,Human Resources,Seattle,Full-time,104390,22/06/2017,28/05/2019,
40630,Barbara Miller,Barbara,Miller,36,Female,Recruiter,Operations,Boston,Part-time,56377,06/01/2010,,15 years 11 months 8 days
51538,Mary Brown,Mary,Brown,44,Non-binary,HR Manager,Human Resources,Boston,Full-time,121668,23/07/2014,,11 years 4 months 21 days
55098,Thomas Gonzalez,Thomas,Gonzalez,27,Male,Recruiter,Marketing,Denver,Intern,79.5,11/07/2010,18/10/2014,
28251,Joseph Garcia,Joseph,Garcia,39,Female,Data Analyst,Sales,Seattle,Full-time,67628,11/07/2020,,5 years 5 months 3 days
36372,Elizabeth Jones,Elizabeth,Jones,33,Male,HR Manager,Finance,Boston,Full-time,133680,19/03/2014,,11 years 8 months 25 days
34430,Patricia Jackson,Patricia,Jackson,42,Female,Finance Manager,Sales,Miami,Part-time,137474,17/07/2010,,15 years 4 months 27 days
52381,Patricia Martin,Patricia,Martin,55,Female,Sales Executive,Engineering,Austin,Full-time,54738,16/07/2014,04/02/2019,
56255,Jessica Garcia,Jessica,Garcia,51,Male,Sales Manager,Engineering,San Francisco,Full-time,139839,04/12/2013,05/12/2018,
55664,William Williams,William,Williams,59,Male,Product Manager,Operations,Atlanta,Full-time,124384,02/03/2010,,15 years 9 months 12 days
46766,John Johnson,John,Johnson,52,Female,Recruiter,Finance,Chicago,Full-time,76.7,07/09/2019,,6 years 3 months 7 days
56337,Barbara Wilson,Barbara,Wilson,39,Male,Operations Manager,Engineering,Chicago,Part-time,96521,21/06/2018,,7 years 5 months 23 days
58193,Sarah Moore,Sarah,Moore,36,Female,Finance Manager,Engineering,New York,Full-time,135069,09/06/2019,,6 years 6 months 5 days
59124,Sarah Thomas,Sarah,Thomas,34,Female,Sales Manager,Marketing,Austin,Part-time,123467,30/09/2012,06/04/2016,
30713,Elizabeth Brown,Elizabeth,Brown,58,Male,Data Analyst,Sales,Seattle,Full-time,61553,01/07/2019,15/10/2018,
